XID,Project Name,Configuration,List Item,Price
1239,BPTP Parklands Pride,"4 BHK Apartment
92.3 L - 1.22 Cr",1382 SQ.FT,₹ 93.45 L
1239,BPTP Parklands Pride,"4 BHK Apartment
92.3 L - 1.22 Cr",1750 SQ.FT,₹ 1.18 Cr
1239,BPTP Parklands Pride,"4 BHK Apartment
92.3 L - 1.22 Cr",1803 SQ.FT,₹ 1.22 Cr
249607,L And T Raintree Boulevard,2 BHK Apartment,933.88 SQ.FT,Price on Request
249607,L And T Raintree Boulevard,2 BHK Apartment,1116.86 SQ.FT,Price on Request
249607,L And T Raintree Boulevard,3 BHK Apartment,1376.7 SQ.FT,"Price on Request
i"
249607,L And T Raintree Boulevard,3 BHK Apartment,1116.86 SQ.FT,"Price on Request
i"
249607,L And T Raintree Boulevard,3 BHK Apartment,1376.7 SQ.FT,"Price on Request
i"
249607,L And T Raintree Boulevard,4 BHK Apartment,1737.62 SQ.FT,"Price on Request
i"
249607,L And T Raintree Boulevard,4 BHK Apartment,1902.31 SQ.FT,"Price on Request
i"
249607_phase_1,L And T Raintree Boulevard Cl 5,"Studio Apartment
90.87 L",486 SQ.FT,"₹ 90.87 L
i"
249607_phase_1,L And T Raintree Boulevard Cl 5,"3 BHK Apartment
2.03 Cr - 3.05 Cr",1320 SQ.FT,"₹ 2.03 Cr
i"
249607_phase_1,L And T Raintree Boulevard Cl 5,"3 BHK Apartment
2.03 Cr - 3.05 Cr",1645 SQ.FT,"₹ 2.53 Cr
i"
249607_phase_1,L And T Raintree Boulevard Cl 5,"3 BHK Apartment
2.03 Cr - 3.05 Cr",1985 SQ.FT,"₹ 3.05 Cr
i"
249607_phase_1,L And T Raintree Boulevard Cl 5,"4 BHK Apartment
3.8 Cr - 4.32 Cr",2470 SQ.FT,"₹ 3.8 Cr
i"
249607_phase_1,L And T Raintree Boulevard Cl 5,"4 BHK Apartment
3.8 Cr - 4.32 Cr",2790 SQ.FT,"₹ 4.32 Cr
i"
249607_phase_2,L And T Raintree Boulevard CL3,3 BHK Apartment,1116.86 SQ.FT,Price on Request
249607_phase_2,L And T Raintree Boulevard CL3,3 BHK Apartment,1376.7 SQ.FT,Price on Request
249607_phase_3,L And T Raintree Boulevard CL 2,2 BHK Apartment,933.88 SQ.FT,Price on Request
249607_phase_3,L And T Raintree Boulevard CL 2,2 BHK Apartment,1116.86 SQ.FT,Price on Request
249607_phase_3,L And T Raintree Boulevard CL 2,3 BHK Apartment,1376.7 SQ.FT,Price on Request
249607_phase_3,L And T Raintree Boulevard CL 2,4 BHK Apartment,1737.62 SQ.FT,Price on Request
249607_phase_3,L And T Raintree Boulevard CL 2,4 BHK Apartment,1902.31 SQ.FT,Price on Request
353147,Shiv Park 59,"2 BHK Apartment
87.17 L",764 SQ.FT,₹ 87.17 L
353147,Shiv Park 59,"3 BHK Apartment
1.25 Cr",1096.3 SQ.FT,₹ 1.25 Cr
396420,Puri The Aravallis,"3.5 BHK Apartment
4.6 Cr - 4.64 Cr",1569 SQ.FT,₹ 4.6 Cr
396420,Puri The Aravallis,"3.5 BHK Apartment
4.6 Cr - 4.64 Cr",1582 SQ.FT,₹ 4.64 Cr
396420,Puri The Aravallis,"4.5 BHK Apartment
5.6 Cr",1959 SQ.FT,₹ 5.6 Cr
404560,Casagrand Elysium,"2 BHK Apartment
55 L - 75 L",1120 SQ.FT,"₹ 55 L
i"
404560,Casagrand Elysium,"2 BHK Apartment
55 L - 75 L",1464 SQ.FT,"₹ 75 L
i"
404560,Casagrand Elysium,"3 BHK Apartment
65 L - 91 L",1140 SQ.FT,"₹ 65 L
i"
404560,Casagrand Elysium,"3 BHK Apartment
65 L - 91 L",1800 SQ.FT,"₹ 91 L
i"
411449,La Vivant,"3 BHK Apartment
1.51 Cr - 1.57 Cr",1921 SQ.FT,"₹ 1.51 Cr
i"
411449,La Vivant,"3 BHK Apartment
1.51 Cr - 1.57 Cr",1967 SQ.FT,"₹ 1.57 Cr
i"
411449,La Vivant,"3 BHK Apartment
1.51 Cr - 1.57 Cr",1996 SQ.FT,"₹ 1.57 Cr
i"
411449,La Vivant,"4 BHK Apartment
2.32 Cr - 2.33 Cr",3015 SQ.FT,"₹ 2.32 Cr
i"
411449,La Vivant,"4 BHK Apartment
2.32 Cr - 2.33 Cr",3117 SQ.FT,"₹ 2.33 Cr
i"
411449,La Vivant,"4 BHK Apartment
2.32 Cr - 2.33 Cr",3030 SQ.FT,"₹ 2.33 Cr
i"
422151,Evolvus Phase I,"2 BHK Apartment
93.88 L - 1.25 Cr",730 SQ.FT,₹ 93.88 L
422151,Evolvus Phase I,"2 BHK Apartment
93.88 L - 1.25 Cr",874 SQ.FT,₹ 1.12 Cr
422151,Evolvus Phase I,"2 BHK Apartment
93.88 L - 1.25 Cr",815 SQ.FT,₹ 1.18 Cr
422151,Evolvus Phase I,"2 BHK Apartment
93.88 L - 1.25 Cr",877 SQ.FT,₹ 1.25 Cr
422151,Evolvus Phase I,"3 BHK Apartment
1.4 Cr - 1.85 Cr",1092 SQ.FT,₹ 1.4 Cr
422151,Evolvus Phase I,"3 BHK Apartment
1.4 Cr - 1.85 Cr",1157 SQ.FT,₹ 1.49 Cr
422151,Evolvus Phase I,"3 BHK Apartment
1.4 Cr - 1.85 Cr",1115 SQ.FT,₹ 1.6 Cr
422151,Evolvus Phase I,"3 BHK Apartment
1.4 Cr - 1.85 Cr",1149 SQ.FT,₹ 1.65 Cr
422151,Evolvus Phase I,"3 BHK Apartment
1.4 Cr - 1.85 Cr",1174 SQ.FT,₹ 1.68 Cr
422151,Evolvus Phase I,"3 BHK Apartment
1.4 Cr - 1.85 Cr",1264 SQ.FT,₹ 1.8 Cr
422151,Evolvus Phase I,"3 BHK Apartment
1.4 Cr - 1.85 Cr",1424 SQ.FT,₹ 1.83 Cr
422151,Evolvus Phase I,"3 BHK Apartment
1.4 Cr - 1.85 Cr",1300 SQ.FT,₹ 1.85 Cr
422151,Evolvus Phase I,"4 BHK Apartment
2.21 Cr - 2.48 Cr",1715 SQ.FT,₹ 2.21 Cr
422151,Evolvus Phase I,"4 BHK Apartment
2.21 Cr - 2.48 Cr",1684 SQ.FT,₹ 2.48 Cr
5456,Puri Emerald Bay,"2 BHK Apartment
2 Cr",1550 SQ.FT,"₹ 2 Cr
i"
5456,Puri Emerald Bay,"2.5 BHK Apartment
2.45 Cr",1700 SQ.FT,"₹ 2.45 Cr
i"
5456,Puri Emerald Bay,"3 BHK Apartment
3.55 Cr",2450 SQ.FT,"₹ 3.55 Cr
i"
405502,VVIP Namah,"3 BHK Apartment
1.42 Cr - 1.73 Cr",1635 SQ.FT,₹ 1.42 Cr
405502,VVIP Namah,"3 BHK Apartment
1.42 Cr - 1.73 Cr",1650 SQ.FT,₹ 1.44 Cr
405502,VVIP Namah,"3 BHK Apartment
1.42 Cr - 1.73 Cr",1985 SQ.FT,₹ 1.73 Cr
405502,VVIP Namah,"3.5 BHK Apartment
1.71 Cr - 1.72 Cr",1970 SQ.FT,₹ 1.71 Cr
405502,VVIP Namah,"3.5 BHK Apartment
1.71 Cr - 1.72 Cr",1980 SQ.FT,₹ 1.72 Cr
405502,VVIP Namah,"4 BHK Apartment
2.7 Cr",3105 SQ.FT,₹ 2.7 Cr
417556,The Sovereign,"4 BHK Apartment
4.3 Cr",6014 SQ.FT,₹ 4.3 Cr
417556,The Sovereign,"5 BHK Duplex
8.5 Cr",10201 SQ.FT,₹ 8.5 Cr
417864,Vihang Luxuria,"1 BHK Apartment
64.5 L - 74 L",430 SQ.FT,₹ 64.5 L
417864,Vihang Luxuria,"1 BHK Apartment
64.5 L - 74 L",424 SQ.FT,₹ 74.0 L
417864,Vihang Luxuria,"2 BHK Apartment
99 L - 99.29 L",620 SQ.FT,₹ 99.0 L
417864,Vihang Luxuria,"2 BHK Apartment
99 L - 99.29 L",684 SQ.FT,₹ 99.29 L
426926,Casagrand Vivacity,"4 BHK Penthouse
2.36 Cr",3681 SQ.FT,"₹ 2.36 Cr
i"
433366,Krishna Solitude,"4 BHK Apartment
1.38 Cr",345 SQ.YD,₹ 1.38 Cr
5452,Eros Sampoornam I,"2 BHK Apartment
67.29 L - 86.23 L",835 SQ.FT,₹ 67.29 L
5452,Eros Sampoornam I,"2 BHK Apartment
67.29 L - 86.23 L",855 SQ.FT,₹ 68.9 L
5452,Eros Sampoornam I,"2 BHK Apartment
67.29 L - 86.23 L",1060 SQ.FT,₹ 85.43 L
5452,Eros Sampoornam I,"2 BHK Apartment
67.29 L - 86.23 L",1070 SQ.FT,₹ 86.23 L
5452,Eros Sampoornam I,"3 BHK Apartment
1.09 Cr - 1.45 Cr",1350 SQ.FT,₹ 1.09 Cr
5452,Eros Sampoornam I,"3 BHK Apartment
1.09 Cr - 1.45 Cr",1425 SQ.FT,₹ 1.15 Cr
5452,Eros Sampoornam I,"3 BHK Apartment
1.09 Cr - 1.45 Cr",1435 SQ.FT,₹ 1.16 Cr
5452,Eros Sampoornam I,"3 BHK Apartment
1.09 Cr - 1.45 Cr",1560 SQ.FT,₹ 1.26 Cr
5452,Eros Sampoornam I,"3 BHK Apartment
1.09 Cr - 1.45 Cr",1765 SQ.FT,₹ 1.42 Cr
5452,Eros Sampoornam I,"3 BHK Apartment
1.09 Cr - 1.45 Cr",1800 SQ.FT,₹ 1.45 Cr
75215,Anantha Vayun Meadows,3 BHK Apartment,1265 SQ.FT,Price on Request
75215,Anantha Vayun Meadows,3 BHK Apartment,1280 SQ.FT,Price on Request
75215,Anantha Vayun Meadows,3 BHK Apartment,1460 SQ.FT,₹ 70.08 L
75215,Anantha Vayun Meadows,3 BHK Apartment,1490 SQ.FT,₹ 71.52 L
75215,Anantha Vayun Meadows,3 BHK Apartment,1588 SQ.FT,₹ 76.22 L
75215,Anantha Vayun Meadows,3 BHK Apartment,1726 SQ.FT,Price on Request
75215,Anantha Vayun Meadows,3 BHK Apartment,1845 SQ.FT,₹ 88.56 L
75215,Anantha Vayun Meadows,3 BHK Apartment,1848 SQ.FT,₹ 88.7 L
75215,Anantha Vayun Meadows,3 BHK Apartment,1916 SQ.FT,₹ 91.97 L
75215,Anantha Vayun Meadows,3 BHK Apartment,2050 SQ.FT,₹ 98.4 L
75215,Anantha Vayun Meadows,3 BHK Apartment,2055 SQ.FT,₹ 98.64 L
75215,Anantha Vayun Meadows,3 BHK Apartment,2130 SQ.FT,₹ 1.02 Cr
373245,Express Astra,"2 BHK Apartment
1.36 Cr",1150 SQ.FT,₹ 1.36 Cr
373245,Express Astra,"3 BHK Apartment
1.59 Cr - 2.37 Cr",1350 SQ.FT,₹ 1.59 Cr
373245,Express Astra,"3 BHK Apartment
1.59 Cr - 2.37 Cr",1525 SQ.FT,₹ 1.8 Cr
373245,Express Astra,"3 BHK Apartment
1.59 Cr - 2.37 Cr",1570 SQ.FT,₹ 1.85 Cr
373245,Express Astra,"3 BHK Apartment
1.59 Cr - 2.37 Cr",1775 SQ.FT,₹ 2.09 Cr
373245,Express Astra,"3 BHK Apartment
1.59 Cr - 2.37 Cr",2005 SQ.FT,₹ 2.37 Cr
373245,Express Astra,4 BHK Apartment,2310 SQ.FT,₹ 2.73 Cr
373245,Express Astra,4 BHK Apartment,2620 SQ.FT,₹ 3.09 Cr
373245,Express Astra,4 BHK Apartment,2635 SQ.FT,Price on Request
373245,Express Astra,4 BHK Apartment,2650 SQ.FT,Price on Request
373245,Express Astra,"4 BHK Duplex
2.74 Cr",2325 SQ.FT,₹ 2.74 Cr
390049,Hivision Heights,"2 BHK Apartment
67.19 L - 1.06 Cr",960 SQ.FT,₹ 67.19 L
390049,Hivision Heights,"2 BHK Apartment
67.19 L - 1.06 Cr",1082 SQ.FT,₹ 75.73 L
390049,Hivision Heights,"2 BHK Apartment
67.19 L - 1.06 Cr",1152 SQ.FT,₹ 80.63 L
390049,Hivision Heights,"2 BHK Apartment
67.19 L - 1.06 Cr",1165 SQ.FT,₹ 81.54 L
390049,Hivision Heights,"2 BHK Apartment
67.19 L - 1.06 Cr",1332 SQ.FT,₹ 93.23 L
390049,Hivision Heights,"2 BHK Apartment
67.19 L - 1.06 Cr",1521 SQ.FT,₹ 1.06 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1485 SQ.FT,₹ 1.04 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1511 SQ.FT,₹ 1.06 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1543 SQ.FT,₹ 1.08 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1562 SQ.FT,₹ 1.09 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1600 SQ.FT,₹ 1.12 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1607 SQ.FT,₹ 1.12 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1613 SQ.FT,₹ 1.13 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1626 SQ.FT,₹ 1.14 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1686 SQ.FT,₹ 1.18 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1696 SQ.FT,₹ 1.19 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1709 SQ.FT,₹ 1.2 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1786 SQ.FT,₹ 1.25 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1876 SQ.FT,₹ 1.31 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1888 SQ.FT,₹ 1.32 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1901 SQ.FT,₹ 1.33 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",1908 SQ.FT,₹ 1.34 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",2007 SQ.FT,₹ 1.4 Cr
390049,Hivision Heights,"3 BHK Apartment
1.04 Cr - 1.58 Cr",2264 SQ.FT,₹ 1.58 Cr
390049,Hivision Heights,"4 BHK Apartment
1.58 Cr - 1.72 Cr",2253 SQ.FT,₹ 1.58 Cr
390049,Hivision Heights,"4 BHK Apartment
1.58 Cr - 1.72 Cr",2317 SQ.FT,₹ 1.62 Cr
390049,Hivision Heights,"4 BHK Apartment
1.58 Cr - 1.72 Cr",2464 SQ.FT,₹ 1.72 Cr
393708,The Islands By Gaurs,"4 BHK Apartment
7.16 Cr - 17.13 Cr",2033 SQ.FT,₹ 7.16 Cr
393708,The Islands By Gaurs,"4 BHK Apartment
7.16 Cr - 17.13 Cr",2473 SQ.FT,₹ 8.71 Cr
393708,The Islands By Gaurs,"4 BHK Apartment
7.16 Cr - 17.13 Cr",2657 SQ.FT,₹ 9.36 Cr
393708,The Islands By Gaurs,"4 BHK Apartment
7.16 Cr - 17.13 Cr",2034.38 SQ.FT,₹ 12.96 Cr
393708,The Islands By Gaurs,"4 BHK Apartment
7.16 Cr - 17.13 Cr",2475.7 SQ.FT,₹ 15.35 Cr
393708,The Islands By Gaurs,"4 BHK Apartment
7.16 Cr - 17.13 Cr",2658.69 SQ.FT,₹ 17.13 Cr
393708,The Islands By Gaurs,"5 BHK Apartment
11.26 Cr - 21.16 Cr",3199 SQ.FT,₹ 11.26 Cr
393708,The Islands By Gaurs,"5 BHK Apartment
11.26 Cr - 21.16 Cr",3196.88 SQ.FT,₹ 21.16 Cr
394877,Goyal My Home Wakad,"1.5 BHK Apartment
98.54 L",758 SQ.FT,"₹ 98.54 L
i"
394877,Goyal My Home Wakad,"2 BHK Apartment
92.3 L - 1.03 Cr",710 SQ.FT,"₹ 92.3 L
i"
394877,Goyal My Home Wakad,"2 BHK Apartment
92.3 L - 1.03 Cr",717 SQ.FT,"₹ 93.21 L
i"
394877,Goyal My Home Wakad,"2 BHK Apartment
92.3 L - 1.03 Cr",794 SQ.FT,"₹ 1.03 Cr
i"
394877,Goyal My Home Wakad,"3 BHK Apartment
1.18 Cr - 1.22 Cr",910 SQ.FT,"₹ 1.18 Cr
i"
394877,Goyal My Home Wakad,"3 BHK Apartment
1.18 Cr - 1.22 Cr",941 SQ.FT,"₹ 1.22 Cr
i"
402571,Shilp Residency,"3 BHK Apartment
1.09 Cr - 2 Cr",2050 SQ.FT,₹ 1.09 Cr
402571,Shilp Residency,"3 BHK Apartment
1.09 Cr - 2 Cr",2360 SQ.FT,₹ 1.25 Cr
402571,Shilp Residency,"3 BHK Apartment
1.09 Cr - 2 Cr",3770 SQ.FT,₹ 2.0 Cr
402571,Shilp Residency,"3 BHK Penthouse
1.65 Cr",3104 SQ.FT,₹ 1.65 Cr
402571,Shilp Residency,"4 BHK Apartment
1.77 Cr",3341 SQ.FT,₹ 1.77 Cr
402571,Shilp Residency,"4 BHK Penthouse
2.68 Cr",5045 SQ.FT,₹ 2.68 Cr
414367,Adarsh Welkin Park,"3 BHK Villa
3.36 Cr - 5.49 Cr",2007.16 SQ.FT,₹ 3.36 Cr
414367,Adarsh Welkin Park,"3 BHK Villa
3.36 Cr - 5.49 Cr",3276.44 SQ.FT,₹ 5.49 Cr
414367,Adarsh Welkin Park,"4 BHK Villa
4.47 Cr - 5.85 Cr",2664.75 SQ.FT,₹ 4.47 Cr
414367,Adarsh Welkin Park,"4 BHK Villa
4.47 Cr - 5.85 Cr",3487.72 SQ.FT,₹ 5.85 Cr
414367_phase_1,Adarsh Welkin Park Villas Phase 1,"3 BHK Villa
3.36 Cr - 5.49 Cr",2007.16 SQ.FT,₹ 3.36 Cr
414367_phase_1,Adarsh Welkin Park Villas Phase 1,"3 BHK Villa
3.36 Cr - 5.49 Cr",3276.44 SQ.FT,₹ 5.49 Cr
414367_phase_1,Adarsh Welkin Park Villas Phase 1,"4 BHK Villa
4.47 Cr - 5.85 Cr",2664.75 SQ.FT,₹ 4.47 Cr
414367_phase_1,Adarsh Welkin Park Villas Phase 1,"4 BHK Villa
4.47 Cr - 5.85 Cr",3487.72 SQ.FT,₹ 5.85 Cr
416504,Bricks Marvella,"2 BHK Apartment
96.95 L",1385 SQ.FT,₹ 96.95 L
416504,Bricks Marvella,"3 BHK Apartment
1.1 Cr - 1.73 Cr",1575 SQ.FT,₹ 1.1 Cr
416504,Bricks Marvella,"3 BHK Apartment
1.1 Cr - 1.73 Cr",1795 SQ.FT,₹ 1.26 Cr
416504,Bricks Marvella,"3 BHK Apartment
1.1 Cr - 1.73 Cr",2100 SQ.FT,₹ 1.47 Cr
416504,Bricks Marvella,"3 BHK Apartment
1.1 Cr - 1.73 Cr",2285 SQ.FT,₹ 1.6 Cr
416504,Bricks Marvella,"3 BHK Apartment
1.1 Cr - 1.73 Cr",2470 SQ.FT,₹ 1.73 Cr
416504,Bricks Marvella,"4 BHK Apartment
2.5 Cr",3570 SQ.FT,₹ 2.5 Cr
417559,Adani Embrace,"3 BHK Apartment
1.59 Cr",2238 SQ.FT,₹ 1.59 Cr
417559,Adani Embrace,"4 BHK Apartment
1.8 Cr - 1.8 Cr",2527 SQ.FT,₹ 1.8 Cr
417559,Adani Embrace,"4 BHK Apartment
1.8 Cr - 1.8 Cr",2529 SQ.FT,₹ 1.8 Cr
417559,Adani Embrace,"4 BHK Apartment
1.8 Cr - 1.8 Cr",2529.01 SQ.FT,₹ 1.8 Cr
431532,Kalpataru Advay,"2 BHK Apartment
3.41 Cr",781 SQ.FT,₹ 3.41 Cr
431532,Kalpataru Advay,"3 BHK Apartment
3.63 Cr - 4.29 Cr",1100 SQ.FT,₹ 3.63 Cr
431532,Kalpataru Advay,"3 BHK Apartment
3.63 Cr - 4.29 Cr",1300 SQ.FT,₹ 4.29 Cr
431532,Kalpataru Advay,"4 BHK Apartment
6.3 Cr",1800 SQ.FT,₹ 6.3 Cr
433630,Arihant Avanti Palace,"1 BHK Apartment
42 L",322.27 SQ.FT,₹ 42.0 L
433630,Arihant Avanti Palace,"2 BHK Apartment
58 L - 61.94 L",501.92 SQ.FT,₹ 58.0 L
433630,Arihant Avanti Palace,"2 BHK Apartment
58 L - 61.94 L",536.04 SQ.FT,₹ 61.94 L
1646,Sagar Avenue ll,"1 BHK Apartment
1.55 Cr",640.13 SQ.FT,"₹ 1.55 Cr
i"
1646,Sagar Avenue ll,"2 BHK Apartment
2.1 Cr",801 SQ.FT,"₹ 2.1 Cr
i"
1646,Sagar Avenue ll,"3 BHK Apartment
2.75 Cr",1055 SQ.FT,"₹ 2.75 Cr
i"
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",339 SQ.FT,₹ 35.33 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",340 SQ.FT,₹ 35.43 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",342 SQ.FT,₹ 35.64 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",343 SQ.FT,₹ 35.75 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",344 SQ.FT,₹ 35.85 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",345 SQ.FT,₹ 35.96 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",450 SQ.FT,₹ 46.9 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",466 SQ.FT,₹ 48.57 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",469 SQ.FT,₹ 48.88 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",487 SQ.FT,₹ 50.76 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",332 SQ.FT,₹ 40.24 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",335 SQ.FT,₹ 40.61 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",339 SQ.FT,₹ 41.09 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",340 SQ.FT,₹ 41.21 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",342 SQ.FT,₹ 41.45 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",343 SQ.FT,₹ 41.58 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",344 SQ.FT,₹ 41.7 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",345 SQ.FT,₹ 41.82 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",348 SQ.FT,₹ 42.18 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",363 SQ.FT,₹ 44.0 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",366 SQ.FT,₹ 44.36 L
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",345 SQ.FT,"₹ 30.0 L
i"
326299,VTP Blue Waters,"1 BHK Apartment
30 L - 50.76 L",360 SQ.FT,"₹ 41.0 L
i"
326299,VTP Blue Waters,"1 RK Apartment
44.71 L - 45.02 L",429 SQ.FT,₹ 44.71 L
326299,VTP Blue Waters,"1 RK Apartment
44.71 L - 45.02 L",432 SQ.FT,₹ 45.02 L
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",535 SQ.FT,"₹ 66.25 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",544 SQ.FT,"₹ 67.37 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",547 SQ.FT,"₹ 67.74 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",582 SQ.FT,"₹ 72.07 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",605 SQ.FT,"₹ 88.76 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",608 SQ.FT,"₹ 89.2 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",624 SQ.FT,"₹ 67.61 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",627 SQ.FT,"₹ 67.94 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",635 SQ.FT,"₹ 68.8 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",638 SQ.FT,"₹ 69.13 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",777 SQ.FT,₹ 1.3 Cr
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",861 SQ.FT,₹ 1.44 Cr
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",673 SQ.FT,"₹ 87.0 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",727 SQ.FT,"₹ 95.0 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",736 SQ.FT,"₹ 96.0 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",776 SQ.FT,"₹ 99.0 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",810 SQ.FT,"₹ 1.06 Cr
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",861 SQ.FT,"₹ 1.11 Cr
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",562 SQ.FT,"₹ 52.0 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",598 SQ.FT,"₹ 73.0 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",624 SQ.FT,"₹ 52.0 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",627 SQ.FT,"₹ 52.25 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",635 SQ.FT,"₹ 72.66 L
i"
326299,VTP Blue Waters,"2 BHK Apartment
52 L - 1.44 Cr",638 SQ.FT,"₹ 73.0 L
i"
326299,VTP Blue Waters,"3 BHK Apartment
76 L - 2.1 Cr",826 SQ.FT,"₹ 1.01 Cr
i"
326299,VTP Blue Waters,"3 BHK Apartment
76 L - 2.1 Cr",899 SQ.FT,"₹ 1.1 Cr
i"
326299,VTP Blue Waters,"3 BHK Apartment
76 L - 2.1 Cr",1087 SQ.FT,₹ 1.82 Cr
326299,VTP Blue Waters,"3 BHK Apartment
76 L - 2.1 Cr",1257 SQ.FT,₹ 2.1 Cr
326299,VTP Blue Waters,"3 BHK Apartment
76 L - 2.1 Cr",1446 SQ.FT,"₹ 1.99 Cr
i"
326299,VTP Blue Waters,"3 BHK Apartment
76 L - 2.1 Cr",827 SQ.FT,"₹ 76.0 L
i"
326299,VTP Blue Waters,"3 BHK Apartment
76 L - 2.1 Cr",890 SQ.FT,"₹ 1.06 Cr
i"
326299,VTP Blue Waters,"4 BHK Duplex
1.85 Cr - 2.37 Cr",1346 SQ.FT,"₹ 1.85 Cr
i"
326299,VTP Blue Waters,"4 BHK Duplex
1.85 Cr - 2.37 Cr",1722 SQ.FT,"₹ 2.37 Cr
i"
326299,VTP Blue Waters,"4 BHK Apartment
2.08 Cr - 2.41 Cr",1534 SQ.FT,"₹ 2.08 Cr
i"
326299,VTP Blue Waters,"4 BHK Apartment
2.08 Cr - 2.41 Cr",1540 SQ.FT,"₹ 2.09 Cr
i"
